Event Name,Date,City,State,Place,Corps,Score,Season
DCI North Alabama,27-Jul-13,Huntsville,AL,13,Seattle Cascades,70.05,2013
DCI North Alabama,27-Jul-13,Huntsville,AL,14,Pioneer,69.7,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,1,Blue Devils,92.15,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,2,Carolina Crown,91.1,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,3,The Cadets,91,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,4,Santa Clara Vanguard,89.9,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,5,Phantom Regiment,87.2,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,6,Bluecoats,87.1,2013
The Masters of the Summer Music Games,26-Jul-13,Murfreesboro,TN,7,The Cavaliers,84.35,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,1,Spirit of Atlanta,82.7,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,2,Blue Stars,81.9,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,3,Mandarins,76.1,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,4,The Academy,75.5,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,5,Jersey Surf,69.95,2013
Alabama Sounds of Summer,25-Jul-13,Opelika,AL,6,Pioneer,68.45,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,1,Blue Devils,91.35,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,2,Phantom Regiment,86.8,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,3,Spirit of Atlanta,81.2,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,4,Blue Stars,80.3,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,5,Troopers,77.95,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,6,Colts,77.35,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,7,Mandarins,73.6,2013
DCI Southern Mississippi,24-Jul-13,Hattiesburg,MS,8,Pioneer,66.85,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,1,Bluecoats,86.95,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,2,The Cavaliers,85.4,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,3,Boston Crusaders,83.2,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,4,Blue Knights,83.05,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,5,Crossmen,80.35,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,6,Pacific Crest,76.3,2013
DCI Arkansas,24-Jul-13,Little Rock,AR,7,The Academy,73.15,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,1,The Cadets,90.7,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,2,Carolina Crown,90.45,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,3,Madison Scouts,84.75,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,4,Spirit of Atlanta,80.9,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,5,Blue Stars,79.4,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,6,Troopers,76.9,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,7,Colts,76.6,2013
Mississippi Sound Spectacular,23-Jul-13,Ocean Springs,MS,8,Pioneer,66.25,2013
DCI in the Heartland,23-Jul-13,Mustang,OK,1,The Cavaliers,84.2,2013
DCI in the Heartland,23-Jul-13,Mustang,OK,2,Boston Crusaders,81.9,2013
DCI in the Heartland,23-Jul-13,Mustang,OK,3,Pacific Crest,76.65,2013
DCI in the Heartland,23-Jul-13,Mustang,OK,4,Oregon Crusaders,74.6,2013
DCI in the Heartland,23-Jul-13,Mustang,OK,5,Seattle Cascades,65.65,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,1,Santa Clara Vanguard,89,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,2,Bluecoats,85.95,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,3,Blue Knights,83.25,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,4,Crossmen,78.95,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,5,The Academy,73.2,2013
DCI Dallas presented by North Texas Festival of Drums and Bugles,23-Jul-13,Dallas,TX,6,Jersey Surf,68.9,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,1,Carolina Crown,90.75,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,2,The Cadets,90.65,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,3,Madison Scouts,84.6,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,4,Spirit of Atlanta,80.25,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,5,Blue Stars,78.45,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,6,Troopers,76.85,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,7,Colts,75.7,2013
Drums Across Cajun Field,22-Jul-13,Lafayette,LA,8,Mandarins,72.25,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,1,Carolina Crown,89.9,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,2,Blue Devils,89.8,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,3,The Cadets,89.55,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,4,Santa Clara Vanguard,87.85,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,5,Phantom Regiment,85.45,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,6,Bluecoats,84.5,2013
Tour of Championships - Texas,21-Jul-13,Round Rock,TX,7,The Cavaliers,82.5,2013
Fiesta De Musica,20-Jul-13,Manchester,NH,1,7th Regiment,79.2,2013
Fiesta De Musica,20-Jul-13,Manchester,NH,2,Spartans,78.9,2013
Fiesta De Musica,20-Jul-13,Manchester,NH,3,Legends,76.2,2013
Fiesta De Musica,20-Jul-13,Manchester,NH,4,Raiders,72.7,2013
Fiesta De Musica,20-Jul-13,Manchester,NH,5,Les Stentors,63.9,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,1,Blue Devils,89.45,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,2,Carolina Crown,89.2,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,3,The Cadets,88.45,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,4,Santa Clara Vanguard,87.6,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,5,Phantom Regiment,85.75,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,6,Bluecoats,85.05,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,7,Madison Scouts,83.25,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,8,The Cavaliers,83.2,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,9,Blue Knights,82.05,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,10,Boston Crusaders,80.95,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,11,Spirit of Atlanta,79.2,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,12,Blue Stars,78.05,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,13,Crossmen,77.5,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,14,Troopers,77.05,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,15,Pacific Crest,75.55,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,16,Colts,75.05,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,17,The Academy,71.95,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,18,Oregon Crusaders,71.35,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,19,Mandarins,71.25,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,20,Jersey Surf,66.4,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,21,Seattle Cascades,64.95,2013
DCI Southwestern Championships @ the Alamodome,20-Jul-13,San Antonio,TX,22,Pioneer,63,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,1,Phantom Regiment,85.55,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,2,Bluecoats,83.35,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,3,Madison Scouts,82.8,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,4,The Cavaliers,82.55,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,5,Boston Crusaders,80.75,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,6,Pacific Crest,73.85,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,7,The Academy,73.25,2013
DCI Houston presented by THE exSIGHTment OF SOUND,19-Jul-13,Houston,TX,8,Jersey Surf,67.9,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,1,Blue Devils,87.7,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,2,Carolina Crown,87.6,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,3,The Cadets,87.05,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,4,Santa Clara Vanguard,85.75,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,5,The Cavaliers,81.35,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,6,Blue Knights,81.05,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,7,Spirit of Atlanta,78.55,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,8,Crossmen,77.15,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,9,Blue Stars,77.05,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,10,Colts,75.45,2013
DCI North Dallas Presented by CoServ Electric for Red River Thunder,18-Jul-13,Denton,TX,11,Mandarins,72.45,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,1,The Cadets,85.95,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,2,Blue Knights,80.75,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,3,Spirit of Atlanta,77.8,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,4,Troopers,76.05,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,5,Crossmen,75.4,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,6,Colts,74.55,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,7,Pacific Crest,72.3,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,8,The Academy,71.3,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,9,Seattle Cascades,65.15,2013
Drums of Summer,17-Jul-13,Broken Arrow,OK,10,Pioneer,64.1,2013
Music on the Move,16-Jul-13,Bentonville,AR,1,Carolina Crown,88.15,2013
Music on the Move,16-Jul-13,Bentonville,AR,2,Blue Stars,77.45,2013
Music on the Move,16-Jul-13,Bentonville,AR,3,Troopers,75.45,2013
Music on the Move,16-Jul-13,Bentonville,AR,4,Crossmen,74.45,2013
Music on the Move,16-Jul-13,Bentonville,AR,5,Colts,74.05,2013
Music on the Move,16-Jul-13,Bentonville,AR,6,The Academy,71.1,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,1,Blue Devils,87.3,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,2,Madison Scouts,82.6,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,3,Boston Crusaders,78.7,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,4,Spirit of Atlanta,76.7,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,5,Seattle Cascades,63.55,2013
Drums Across Kansas,16-Jul-13,Wichita,KS,6,Pioneer,63.25,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,1,Carolina Crown,87.05,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,2,Blue Devils,86.1,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,3,Phantom Regiment,82.45,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,4,Blue Stars,76.05,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,5,Troopers,73.95,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,6,The Academy,71.05,2013
DCI St. Louis,15-Jul-13,Lebanon,IL,7,Pioneer,61.7,2013
Brass Impact,15-Jul-13,Olathe,KS,1,Madison Scouts,81.85,2013
Brass Impact,15-Jul-13,Olathe,KS,2,Blue Knights,78.9,2013
Brass Impact,15-Jul-13,Olathe,KS,3,Boston Crusaders,77.05,2013
Brass Impact,15-Jul-13,Olathe,KS,4,Colts,73.05,2013
Brass Impact,15-Jul-13,Olathe,KS,5,Crossmen,72.95,2013
Brass Impact,15-Jul-13,Olathe,KS,6,Seattle Cascades,63.7,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,1,Carolina Crown,85.4,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,1,The Cadets,85.4,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,3,Blue Devils,84.85,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,4,Santa Clara Vanguard,83.25,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,5,Phantom Regiment,81.55,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,6,Bluecoats,79.75,2013
Tour of Champions - Northern Illinois,14-Jul-13,DeKalb,IL,7,The Cavaliers,79,2013
So Cal Classic Open Class Championships,14-Jul-13,Bellflower,CA,1,Pacific Crest,75,2013
So Cal Classic Open Class Championships,14-Jul-13,Bellflower,CA,2,Mandarins,73.8,2013
Laguna Hills,13-Jul-13,Laguna Hills,CA,1,Pacific Crest,74.8,2013
Laguna Hills,13-Jul-13,Laguna Hills,CA,2,Mandarins,73.6,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,1,Carolina Crown,86,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,2,Blue Devils,85.55,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,3,The Cadets,84.45,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,4,Santa Clara Vanguard,83.85,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,5,Phantom Regiment,82,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,6,Bluecoats,81.3,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,7,Madison Scouts,80.15,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,8,The Cavaliers,78.6,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,9,Blue Knights,78.1,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,10,Boston Crusaders,78.05,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,11,Spirit of Atlanta,75.45,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,12,Blue Stars,75.35,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,13,Troopers,73.4,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,14,Crossmen,73.3,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,15,Colts,70.9,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,16,The Academy,69.1,2013
DCI Minnesota,13-Jul-13,Minneapolis,MN,17,Seattle Cascades,61,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,1,Bluecoats,80.1,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,2,The Cavaliers,78.95,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,3,Boston Crusaders,77.25,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,4,Blue Stars,75.55,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,5,Crossmen,74.85,2013
River City Rhapsody - La Crosse WI,12-Jul-13,La Crosse,WI,6,Troopers,73.9,2013
Music on the March,12-Jul-13,Dubuque,IA,1,Madison Scouts,81.05,2013
Music on the March,12-Jul-13,Dubuque,IA,2,Blue Knights,78.55,2013
Music on the March,12-Jul-13,Dubuque,IA,3,Colts,75.2,2013
Music on the March,12-Jul-13,Dubuque,IA,4,The Academy,72.2,2013
Music on the March,12-Jul-13,Dubuque,IA,5,Seattle Cascades,64.45,2013
Music on the March,12-Jul-13,Dubuque,IA,6,Pioneer,62.9,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,1,Carolina Crown,85.45,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,2,Blue Devils,84.1,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,3,The Cadets,83.9,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,4,Santa Clara Vanguard,82.35,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,5,Phantom Regiment,80.75,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,6,Bluecoats,78.5,2013
Tour of Champions - Central Missouri,11-Jul-13,Warrensburg,MO,7,The Cavaliers,78.3,2013
Percussion on the Pearl,11-Jul-13,Muscatine,IA,1,Madison Scouts,80.15,2013
Percussion on the Pearl,11-Jul-13,Muscatine,IA,2,Spirit of Atlanta,76.55,2013
Percussion on the Pearl,11-Jul-13,Muscatine,IA,3,Crossmen,75.15,2013
Percussion on the Pearl,11-Jul-13,Muscatine,IA,4,Colts,73.9,2013
Percussion on the Pearl,11-Jul-13,Muscatine,IA,5,Pioneer,62.1,2013
Celebration in Brass,10-Jul-13,Waukee,IA,1,Santa Clara Vanguard,82.55,2013
Celebration in Brass,10-Jul-13,Waukee,IA,2,Madison Scouts,79.75,2013
Celebration in Brass,10-Jul-13,Waukee,IA,3,Spirit of Atlanta,75.1,2013
Celebration in Brass,10-Jul-13,Waukee,IA,4,Colts,73.75,2013
Celebration in Brass,10-Jul-13,Waukee,IA,5,The Academy,70,2013
Celebration in Brass,10-Jul-13,Waukee,IA,6,Seattle Cascades,61,2013
Sioux Empire Spectacular,9-Jul-13,Sioux Falls,SD,1,Carolina Crown,83.4,2013
Sioux Empire Spectacular,9-Jul-13,Sioux Falls,SD,2,Blue Knights,74.7,2013
Sioux Empire Spectacular,9-Jul-13,Sioux Falls,SD,3,Troopers,72.2,2013
Sioux Empire Spectacular,9-Jul-13,Sioux Falls,SD,4,Seattle Cascades,55.4,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,1,Phantom Regiment,80.7,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,2,Spirit of Atlanta,75.3,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,3,Blue Stars,73.1,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,4,Colts,70.4,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,5,The Academy,69,2013
River City Rhapsody - Metamora,9-Jul-13,Metamora,IL,6,Pioneer,60.9,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,1,Carolina Crown,83.3,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,2,Blue Devils,82.65,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,3,Santa Clara Vanguard,80.55,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,4,Blue Knights,75.4,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,5,Troopers,72.4,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,6,The Academy,68.35,2013
Drums Across Nebraska,8-Jul-13,Omaha,NE,7,Seattle Cascades,58.1,2013
Loudest Show on Earth,7-Jul-13,Pleasant Hill,CA,1,Mandarins,71.45,2013
Drum Corps: An American Tradition,7-Jul-13,Chambersburg,PA,1,The Cadets,83.15,2013
Drum Corps: An American Tradition,7-Jul-13,Chambersburg,PA,2,Phantom Regiment,79.3,2013
Drum Corps: An American Tradition,7-Jul-13,Chambersburg,PA,3,Bluecoats,78.8,2013
Drum Corps: An American Tradition,7-Jul-13,Chambersburg,PA,4,Boston Crusaders,73.95,2013
Cavalcade of Brass,7-Jul-13,Lisle,IL,1,The Cavaliers,77,2013
Cavalcade of Brass,7-Jul-13,Lisle,IL,2,Spirit of Atlanta,74.85,2013
Cavalcade of Brass,7-Jul-13,Lisle,IL,3,Blue Stars,72.8,2013
Cavalcade of Brass,7-Jul-13,Lisle,IL,4,Crossmen,72.75,2013
Cavalcade of Brass,7-Jul-13,Lisle,IL,5,Pioneer,59.35,2013
Pageant of Drums,6-Jul-13,Michigan City,IN,1,Madison Scouts,79.2,2013
Pageant of Drums,6-Jul-13,Michigan City,IN,2,The Cavaliers,78.75,2013
Pageant of Drums,6-Jul-13,Michigan City,IN,3,Spirit of Atlanta,75.6,2013
Pageant of Drums,6-Jul-13,Michigan City,IN,4,Blue Stars,72.55,2013
Pageant of Drums,6-Jul-13,Michigan City,IN,5,Crossmen,72.5,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,1,Carolina Crown,83.15,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,2,Blue Devils,82.65,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,3,Santa Clara Vanguard,80.35,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,4,Blue Knights,74.65,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,5,Troopers,71.55,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,6,The Academy,68.35,2013
Drums Along the Rockies,6-Jul-13,Denver,CO,7,Seattle Cascades,57.4,2013
Drum Corps: An American Tradition,6-Jul-13,Chester,PA,1,The Cadets,81.8,2013
Drum Corps: An American Tradition,6-Jul-13,Chester,PA,2,Phantom Regiment,78.6,2013
Drum Corps: An American Tradition,6-Jul-13,Chester,PA,3,Bluecoats,78.3,2013
Drum Corps: An American Tradition,6-Jul-13,Chester,PA,4,Boston Crusaders,74.9,2013
Drum Corps: An American Tradition,6-Jul-13,Chester,PA,5,Jersey Surf,65.35,2013
DCI Capitol Classic Corps Show,6-Jul-13,Sacramento,CA,1,Mandarins,70.3,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,1,Madison Scouts,77.5,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,2,The Cavaliers,76.3,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,3,Spirit of Atlanta,72.9,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,4,Blue Stars,71.45,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,5,Colts,69.4,2013
The Whitewater Classic,5-Jul-13,Whitewater,WI,6,Pioneer,59.5,2013
The Beanpot Invitational,5-Jul-13,Lynn,MA,1,The Cadets,82.8,2013
The Beanpot Invitational,5-Jul-13,Lynn,MA,2,Phantom Regiment,79.05,2013
The Beanpot Invitational,5-Jul-13,Lynn,MA,3,Bluecoats,78.35,2013
The Beanpot Invitational,5-Jul-13,Lynn,MA,4,Boston Crusaders,74.2,2013
The Beanpot Invitational,5-Jul-13,Lynn,MA,5,Jersey Surf,64.7,2013
Drums Along the Rockies - Casper Edition,5-Jul-13,Casper,WY,1,Carolina Crown,83.3,2013
Drums Along the Rockies - Casper Edition,5-Jul-13,Casper,WY,2,Blue Knights,73.9,2013
Drums Along the Rockies - Casper Edition,5-Jul-13,Casper,WY,3,Troopers,70.6,2013
Drums Along the Rockies - Casper Edition,5-Jul-13,Casper,WY,4,Seattle Cascades,59.8,2013
Summer Music Preview,3-Jul-13,Bristol,RI,1,The Cadets,82.2,2013
Summer Music Preview,3-Jul-13,Bristol,RI,2,Bluecoats,77.8,2013
Summer Music Preview,3-Jul-13,Bristol,RI,3,Phantom Regiment,77.7,2013
Summer Music Preview,3-Jul-13,Bristol,RI,4,Boston Crusaders,73.9,2013
Summer Music Preview,3-Jul-13,Bristol,RI,5,Jersey Surf,61.7,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,1,Madison Scouts,77.4,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,2,Spirit of Atlanta,72.8,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,3,Blue Stars,70.7,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,4,Crossmen,69.2,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,5,Colts,68.8,2013
Rotary Music Festival,3-Jul-13,Cedarburg,WI,6,Pioneer,58.4,2013
Corps Encore,3-Jul-13,Ogden,UT,1,Carolina Crown,83.3,2013
Corps Encore,3-Jul-13,Ogden,UT,2,Blue Devils,82.3,2013
Corps Encore,3-Jul-13,Ogden,UT,3,Santa Clara Vanguard,80,2013
Corps Encore,3-Jul-13,Ogden,UT,4,Blue Knights,73.9,2013
