Event Name,Date,City,State,Place,Corps,Score,Season
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,10,Pacific Crest,81.475,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,11,Spirit of Atlanta,79.85,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,12,Madison Scouts,79.8,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,13,Music City,79.25,2023
Beats in the Brook,29-Jul-23,Bellbrook,OH,1,Eclipse,77.667,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,1,Blue Devils,92.9,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,2,Boston Crusaders,92.05,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,3,Carolina Crown,91.7,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,4,Phantom Regiment,88.7,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,5,The Cadets,88.3,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,6,Blue Stars,85.95,2023
The Masters of the Summer Music Games,28-Jul-23,Murfreesboro,TN,7,Music City,77.15,2023
DCI Birmingham,28-Jul-23,Trussville,AL,1,The Cavaliers,87.2,2023
DCI Birmingham,28-Jul-23,Trussville,AL,2,Colts,85.35,2023
DCI Birmingham,28-Jul-23,Trussville,AL,2,Troopers,85.35,2023
DCI Birmingham,28-Jul-23,Trussville,AL,4,Crossmen,81.9,2023
DCI Birmingham,28-Jul-23,Trussville,AL,5,Pacific Crest,81.75,2023
DCI Birmingham,28-Jul-23,Trussville,AL,6,Blue Knights,81.7,2023
DCI Birmingham,28-Jul-23,Trussville,AL,7,Spirit of Atlanta,79.65,2023
DCI Birmingham,28-Jul-23,Trussville,AL,8,Seattle Cascades,69.7,2023
DCI Southern Mississippi,26-Jul-23,Hattiesburg,MS,1,Blue Devils,93.1,2023
DCI Southern Mississippi,26-Jul-23,Hattiesburg,MS,2,Boston Crusaders,92.1,2023
DCI Southern Mississippi,26-Jul-23,Hattiesburg,MS,3,Phantom Regiment,87.85,2023
DCI Southern Mississippi,26-Jul-23,Hattiesburg,MS,4,Blue Stars,85.45,2023
DCI Southern Mississippi,26-Jul-23,Hattiesburg,MS,5,Madison Scouts,80.2,2023
DCI Monroe,26-Jul-23,Monroe,LA,1,Mandarins,88,2023
DCI Monroe,26-Jul-23,Monroe,LA,2,The Cadets,87.95,2023
DCI Monroe,26-Jul-23,Monroe,LA,3,Troopers,83.7,2023
DCI Monroe,26-Jul-23,Monroe,LA,4,Blue Knights,80.8,2023
DCI Monroe,26-Jul-23,Monroe,LA,5,The Academy,77.5,2023
DCI Monroe,26-Jul-23,Monroe,LA,6,Music City,76.35,2023
DCI Monroe,26-Jul-23,Monroe,LA,7,Genesis,73.25,2023
Brigadier's Pageant of Drums,26-Jul-23,Syracuse,NY,1,Jersey Surf,74.9,2023
DCI New Hampshire,25-Jul-23,Manchester,NH,1,Jersey Surf,73.8,2023
DCI McKinney,25-Jul-23,McKinney,TX,1,Carolina Crown,92.4,2023
DCI McKinney,25-Jul-23,McKinney,TX,2,The Cadets,88.2,2023
DCI McKinney,25-Jul-23,McKinney,TX,3,Mandarins,87.75,2023
DCI McKinney,25-Jul-23,McKinney,TX,4,Troopers,83.2,2023
DCI McKinney,25-Jul-23,McKinney,TX,5,Crossmen,81.4,2023
DCI McKinney,25-Jul-23,McKinney,TX,6,The Academy,78.55,2023
DCI McKinney,25-Jul-23,McKinney,TX,7,Seattle Cascades,68.05,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,1,Carolina Crown,92.25,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,2,Boston Crusaders,92.15,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,3,Blue Stars,86,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,4,Colts,84.4,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,5,Crossmen,81.05,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,6,Blue Knights,80.725,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,7,Pacific Crest,80.475,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,8,Madison Scouts,78.65,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,9,Spirit of Atlanta,77.3,2023
DCI Mesquite,24-Jul-23,Mesquite,TX,10,Genesis,71.9,2023
DCI Connecticut,23-Jul-23,Fairfield,CT,1,Jersey Surf,71.85,2023
Summer Thunder,22-Jul-23,Sewell,NJ,1,Jersey Surf,69.25,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,1,Blue Devils,92.6,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,2,Boston Crusaders,91.6,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,3,Bluecoats,90.95,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,4,Carolina Crown,90.563,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,5,Phantom Regiment,87.675,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,5,Mandarins,87.675,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,7,The Cadets,87.375,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,8,The Cavaliers,85.513,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,9,Blue Stars,84.175,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,10,Colts,82.95,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,11,Troopers,82.938,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,12,Pacific Crest,80.475,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,13,Blue Knights,80.138,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,14,Crossmen,78.125,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,15,The Academy,77.438,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,16,Madison Scouts,77.175,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,17,Spirit of Atlanta,76.3,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,18,Music City,75.4,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,19,Genesis,72.05,2023
DCI Southwestern Championship,22-Jul-23,San Antonio,TX,20,Seattle Cascades,67.475,2023
White Rose Classic,21-Jul-23,Dover,PA,1,Jersey Surf,68,2023
DCI Houston,21-Jul-23,Houston,TX,1,Blue Devils,91.05,2023
DCI Houston,21-Jul-23,Houston,TX,2,Carolina Crown,89.45,2023
DCI Houston,21-Jul-23,Houston,TX,3,Bluecoats,89.35,2023
DCI Houston,21-Jul-23,Houston,TX,4,Mandarins,86.35,2023
DCI Houston,21-Jul-23,Houston,TX,5,The Cavaliers,84.75,2023
DCI Houston,21-Jul-23,Houston,TX,6,Blue Stars,83.95,2023
DCI Houston,21-Jul-23,Houston,TX,7,Colts,82.1,2023
DCI Houston,21-Jul-23,Houston,TX,8,Seattle Cascades,66.05,2023
DCI Denton,20-Jul-23,Denton,TX,1,Boston Crusaders,90.65,2023
DCI Denton,20-Jul-23,Denton,TX,2,Carolina Crown,89.55,2023
DCI Denton,20-Jul-23,Denton,TX,3,Bluecoats,89.45,2023
DCI Denton,20-Jul-23,Denton,TX,4,Phantom Regiment,86.35,2023
DCI Denton,20-Jul-23,Denton,TX,5,Pacific Crest,79.85,2023
DCI Denton,20-Jul-23,Denton,TX,6,Crossmen,77.15,2023
DCI Denton,20-Jul-23,Denton,TX,6,Madison Scouts,77.15,2023
DCI Austin,20-Jul-23,Austin,TX,1,The Cadets,86.4,2023
DCI Austin,20-Jul-23,Austin,TX,2,The Cavaliers,83.3,2023
DCI Austin,20-Jul-23,Austin,TX,3,Blue Knights,79.55,2023
DCI Austin,20-Jul-23,Austin,TX,4,Spirit of Atlanta,77.25,2023
DCI Austin,20-Jul-23,Austin,TX,5,The Academy,76.75,2023
DCI Austin,20-Jul-23,Austin,TX,6,Music City,75.8,2023
DCI Austin,20-Jul-23,Austin,TX,7,Genesis,72.7,2023
DCI Austin,20-Jul-23,Austin,TX,8,Seattle Cascades,65.35,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,1,Blue Devils,90.45,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,2,Boston Crusaders,88.9,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,3,Bluecoats,88.65,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,4,Carolina Crown,88.1,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,5,The Cadets,84.8,2023
DCI Broken Arrow,18-Jul-23,Broken Arrow,OK,6,Blue Stars,83.25,2023
DCI Abilene,18-Jul-23,Abilene,TX,1,Mandarins,85.85,2023
DCI Abilene,18-Jul-23,Abilene,TX,2,The Cavaliers,82.95,2023
DCI Abilene,18-Jul-23,Abilene,TX,3,Pacific Crest,79.25,2023
DCI Abilene,18-Jul-23,Abilene,TX,4,Spirit of Atlanta,76.9,2023
DCI Abilene,18-Jul-23,Abilene,TX,5,The Academy,75.45,2023
DCI Abilene,18-Jul-23,Abilene,TX,6,Music City,74.65,2023
DCI Abilene,18-Jul-23,Abilene,TX,7,Seattle Cascades,64.75,2023
West Texas Drums,17-Jul-23,Canyon,TX,1,Mandarins,84.6,2023
West Texas Drums,17-Jul-23,Canyon,TX,2,Troopers,80.9,2023
West Texas Drums,17-Jul-23,Canyon,TX,3,Blue Knights,77.55,2023
West Texas Drums,17-Jul-23,Canyon,TX,4,Pacific Crest,77.5,2023
West Texas Drums,17-Jul-23,Canyon,TX,5,The Academy,75.95,2023
West Texas Drums,17-Jul-23,Canyon,TX,6,Seattle Cascades,65.4,2023
Brass Impact,17-Jul-23,Olathe,KS,1,Phantom Regiment,83.9,2023
Brass Impact,17-Jul-23,Olathe,KS,2,Blue Stars,81.15,2023
Brass Impact,17-Jul-23,Olathe,KS,3,Colts,79.45,2023
Brass Impact,17-Jul-23,Olathe,KS,4,Madison Scouts,74.8,2023
Brass Impact,17-Jul-23,Olathe,KS,5,Genesis,71.4,2023
So Cal Classic,16-Jul-23,Bellflower,CA,1,Blue Devils B,75.5,2023
So Cal Classic,16-Jul-23,Bellflower,CA,2,Gold,73.2,2023
So Cal Classic,16-Jul-23,Bellflower,CA,3,Golden Empire,68.8,2023
So Cal Classic,16-Jul-23,Bellflower,CA,4,Impulse,65.4,2023
So Cal Classic,16-Jul-23,Bellflower,CA,5,Vessel,65.15,2023
So Cal Classic,16-Jul-23,Bellflower,CA,6,Blue Devils C,59.95,2023
Show of Shows,15-Jul-23,Rockford,IL,1,Phantom Regiment,83.25,2023
Show of Shows,15-Jul-23,Rockford,IL,2,Blue Stars,80.9,2023
Show of Shows,15-Jul-23,Rockford,IL,3,Colts,79.65,2023
Show of Shows,15-Jul-23,Rockford,IL,4,Crossmen,75.9,2023
Show of Shows,15-Jul-23,Rockford,IL,5,Madison Scouts,75.05,2023
Show of Shows,15-Jul-23,Rockford,IL,6,Genesis,70.05,2023
Gold Showcase,15-Jul-23,Vista,CA,1,Blue Devils B,74.25,2023
Gold Showcase,15-Jul-23,Vista,CA,2,Gold,72.05,2023
Gold Showcase,15-Jul-23,Vista,CA,3,Golden Empire,68,2023
Gold Showcase,15-Jul-23,Vista,CA,4,Impulse,64.9,2023
Gold Showcase,15-Jul-23,Vista,CA,5,Vessel,63.2,2023
Gold Showcase,15-Jul-23,Vista,CA,6,Blue Devils C,58.55,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,1,Blue Devils,89.6,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,2,Boston Crusaders,88.1,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,3,Mandarins,83.85,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,4,Troopers,80.9,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,5,Pacific Crest,78.15,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,6,Blue Knights,76.15,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,7,The Academy,75.45,2023
Drums Along the Rockies,15-Jul-23,Fort Collins,CO,8,Seattle Cascades,65.3,2023
Drums Across the River Region,15-Jul-23,Wetumpka,AL,1,Impact,77.667,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,1,Bluecoats,86.7,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,2,Carolina Crown,86.2,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,3,The Cadets,82.6,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,4,The Cavaliers,81.05,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,5,Spirit of Atlanta,75.3,2023
DCI Little Rock,15-Jul-23,Little Rock,AR,6,Music City,73.1,2023
Riverside Open,14-Jul-23,Riverside,CA,1,Blue Devils B,72.75,2023
Riverside Open,14-Jul-23,Riverside,CA,2,Gold,70.8,2023
Riverside Open,14-Jul-23,Riverside,CA,3,Golden Empire,66.75,2023
Riverside Open,14-Jul-23,Riverside,CA,4,Impulse,63.2,2023
Riverside Open,14-Jul-23,Riverside,CA,5,Vessel,62.4,2023
Riverside Open,14-Jul-23,Riverside,CA,6,Blue Devils C,56.95,2023
Music on the March,14-Jul-23,Dubuque,IA,1,Phantom Regiment,83.25,2023
Music on the March,14-Jul-23,Dubuque,IA,2,Blue Stars,80.85,2023
Music on the March,14-Jul-23,Dubuque,IA,3,Colts,79.15,2023
Music on the March,14-Jul-23,Dubuque,IA,4,Crossmen,75.4,2023
Music on the March,14-Jul-23,Dubuque,IA,5,Madison Scouts,74.95,2023
Music on the March,14-Jul-23,Dubuque,IA,6,Genesis,70.8,2023
Drums Along the Rockies - Cheyenne Edition,14-Jul-23,Cheyenne,WY,1,Troopers,79.1,2023
Drums Along the Rockies - Cheyenne Edition,14-Jul-23,Cheyenne,WY,2,Pacific Crest,76.9,2023
Drums Along the Rockies - Cheyenne Edition,14-Jul-23,Cheyenne,WY,3,The Academy,74,2023
Drums Along the Rockies - Cheyenne Edition,14-Jul-23,Cheyenne,WY,4,Seattle Cascades,64.85,2023
DCI Tupelo,13-Jul-23,Tupelo,MS,1,The Cadets,81,2023
DCI Tupelo,13-Jul-23,Tupelo,MS,2,The Cavaliers,79.4,2023
DCI Tupelo,13-Jul-23,Tupelo,MS,3,Spirit of Atlanta,74.35,2023
DCI Tupelo,13-Jul-23,Tupelo,MS,4,Music City,72.7,2023
Drums on the Chippewa,12-Jul-23,Eau Claire,WI,1,Blue Stars,79.95,2023
Drums on the Chippewa,12-Jul-23,Eau Claire,WI,2,Madison Scouts,74.9,2023
Drums on the Chippewa,12-Jul-23,Eau Claire,WI,3,Crossmen,74.8,2023
Drums on the Chippewa,12-Jul-23,Eau Claire,WI,4,Genesis,68.8,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,1,Blue Devils,87.35,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,2,Mandarins,82.25,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,3,Pacific Crest,76.25,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,4,Blue Knights,74.7,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,5,The Academy,73.9,2023
Corps Encore,12-Jul-23,Salt Lake City,UT,6,Seattle Cascades,62.8,2023
Celebration in Brass,12-Jul-23,Ankeny,IA,1,Boston Crusaders,84.6,2023
Celebration in Brass,12-Jul-23,Ankeny,IA,2,Phantom Regiment,82.2,2023
Celebration in Brass,12-Jul-23,Ankeny,IA,3,Troopers,77.6,2023
Celebration in Brass,12-Jul-23,Ankeny,IA,4,Colts,77.25,2023
The Kiwanis Thunder of Drums,11-Jul-23,Mankato,MN,1,Blue Stars,78.4,2023
The Kiwanis Thunder of Drums,11-Jul-23,Mankato,MN,2,Madison Scouts,73.2,2023
The Kiwanis Thunder of Drums,11-Jul-23,Mankato,MN,3,Crossmen,73.05,2023
The Kiwanis Thunder of Drums,11-Jul-23,Mankato,MN,4,Genesis,67.65,2023
Resound,11-Jul-23,Bakersfield,CA,1,Blue Devils B,71.85,2023
Resound,11-Jul-23,Bakersfield,CA,2,Gold,68.7,2023
Resound,11-Jul-23,Bakersfield,CA,3,Golden Empire,65.45,2023
Resound,11-Jul-23,Bakersfield,CA,4,Impulse,62.55,2023
Resound,11-Jul-23,Bakersfield,CA,5,Vessel,61.05,2023
Drums Across America,11-Jul-23,Douglasville,GA,1,Bluecoats,84.9,2023
Drums Across America,11-Jul-23,Douglasville,GA,2,The Cadets,79.6,2023
Drums Across America,11-Jul-23,Douglasville,GA,3,Spirit of Atlanta,73.65,2023
Drums Across America,11-Jul-23,Douglasville,GA,4,Music City,71.8,2023
DCI Capital Classic,10-Jul-23,Roseville,CA,1,Blue Devils,85.8,2023
DCI Capital Classic,10-Jul-23,Roseville,CA,2,Mandarins,80.65,2023
DCI Capital Classic,10-Jul-23,Roseville,CA,3,Blue Knights,74.65,2023
DCI Capital Classic,10-Jul-23,Roseville,CA,4,Pacific Crest,73.65,2023
DCI Capital Classic,10-Jul-23,Roseville,CA,5,The Academy,72.5,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,1,Boston Crusaders,83.85,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,2,Phantom Regiment,81.4,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,3,Blue Stars,78.3,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,4,Colts,77.1,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,5,Troopers,76.8,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,6,Madison Scouts,72.45,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,7,Crossmen,71.95,2023
River City Rhapsody - La Crosse,9-Jul-23,La Crosse,WI,8,Genesis,67.25,2023
DCI West,9-Jul-23,Stanford,CA,1,Blue Devils,85.15,2023
DCI West,9-Jul-23,Stanford,CA,2,Mandarins,79.2,2023
DCI West,9-Jul-23,Stanford,CA,3,Blue Knights,73.525,2023
DCI West,9-Jul-23,Stanford,CA,4,Pacific Crest,72.35,2023
DCI West,9-Jul-23,Stanford,CA,5,The Academy,72,2023
DCI Macon,9-Jul-23,Macon,GA,1,Carolina Crown,83.1,2023
DCI Macon,9-Jul-23,Macon,GA,2,Bluecoats,82.7,2023
DCI Macon,9-Jul-23,Macon,GA,3,The Cadets,77.45,2023
DCI Macon,9-Jul-23,Macon,GA,4,Spirit of Atlanta,72.15,2023
DCI Macon,9-Jul-23,Macon,GA,5,Music City,68.35,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,1,Boston Crusaders,82.55,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,2,Phantom Regiment,80,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,3,The Cavaliers,77.65,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,4,Blue Stars,77.05,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,5,Troopers,75.95,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,6,Colts,75.1,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,7,Madison Scouts,71.85,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,8,Crossmen,70.95,2023
Whitewater Classic,8-Jul-23,Whitewater,WI,9,Genesis,66.45,2023
Drum Corps at the Rose Bowl,8-Jul-23,Pasadena,CA,1,Blue Devils,84.1,2023
Drum Corps at the Rose Bowl,8-Jul-23,Pasadena,CA,2,Mandarins,78.05,2023
Drum Corps at the Rose Bowl,8-Jul-23,Pasadena,CA,3,Blue Knights,72.45,2023
Drum Corps at the Rose Bowl,8-Jul-23,Pasadena,CA,4,The Academy,71.1,2023
Drum Corps at the Rose Bowl,8-Jul-23,Pasadena,CA,4,Pacific Crest,71.1,2023
CrownBEAT,8-Jul-23,Lexington,SC,1,Carolina Crown,81.7,2023
CrownBEAT,8-Jul-23,Lexington,SC,2,Bluecoats,81.25,2023
CrownBEAT,8-Jul-23,Lexington,SC,3,The Cadets,76.45,2023
CrownBEAT,8-Jul-23,Lexington,SC,4,Spirit of Atlanta,70.5,2023
CrownBEAT,8-Jul-23,Lexington,SC,5,Music City,68,2023
Midwest Classic,7-Jul-23,DeKalb,IL,1,Boston Crusaders,81.3,2023
Midwest Classic,7-Jul-23,DeKalb,IL,2,Phantom Regiment,78.45,2023
Midwest Classic,7-Jul-23,DeKalb,IL,3,Blue Stars,76.65,2023
Midwest Classic,7-Jul-23,DeKalb,IL,4,The Cavaliers,76.35,2023
Midwest Classic,7-Jul-23,DeKalb,IL,5,Troopers,74.6,2023
Midwest Classic,7-Jul-23,DeKalb,IL,6,Colts,73.65,2023
Midwest Classic,7-Jul-23,DeKalb,IL,7,Madison Scouts,70.9,2023
Midwest Classic,7-Jul-23,DeKalb,IL,8,Crossmen,70.65,2023
Midwest Classic,7-Jul-23,DeKalb,IL,9,Genesis,65.4,2023
MidCal Champions Showcase,7-Jul-23,Fresno,CA,1,Blue Devils,81.9,2023
MidCal Champions Showcase,7-Jul-23,Fresno,CA,2,Mandarins,75.6,2023
MidCal Champions Showcase,7-Jul-23,Fresno,CA,3,Blue Knights,71.9,2023
MidCal Champions Showcase,7-Jul-23,Fresno,CA,4,Pacific Crest,68,2023
Summer Music Games in Cincinnati,5-Jul-23,Mason,OH,1,Carolina Crown,80.15,2023
Summer Music Games in Cincinnati,5-Jul-23,Mason,OH,2,Bluecoats,79.85,2023
Summer Music Games in Cincinnati,5-Jul-23,Mason,OH,3,Boston Crusaders,79.75,2023
Summer Music Games in Cincinnati,5-Jul-23,Mason,OH,4,Troopers,72.05,2023
Summer Music Games in Cincinnati,5-Jul-23,Mason,OH,5,Music City,66.25,2023
Rotary Music Festival,3-Jul-23,Cedarburg,WI,1,Phantom Regiment,76.6,2023
Rotary Music Festival,3-Jul-23,Cedarburg,WI,2,Blue Stars,74.35,2023
Rotary Music Festival,3-Jul-23,Cedarburg,WI,3,The Cavaliers,73.5,2023
Rotary Music Festival,3-Jul-23,Cedarburg,WI,4,Troopers,72.55,2023
Rotary Music Festival,3-Jul-23,Cedarburg,WI,5,Madison Scouts,69.7,2023
Drums Across the Desert,3-Jul-23,Mesa,AZ,1,Blue Devils,80.1,2023
Drums Across the Desert,3-Jul-23,Mesa,AZ,2,Mandarins,74.05,2023
Drums Across the Desert,3-Jul-23,Mesa,AZ,3,The Academy,66.9,2023
Western Corps Connection,2-Jul-23,San Bernardino,CA,1,Blue Devils,79.15,2023
Western Corps Connection,2-Jul-23,San Bernardino,CA,2,Mandarins,73.2,2023
Western Corps Connection,2-Jul-23,San Bernardino,CA,3,The Academy,65.35,2023
Western Corps Connection,2-Jul-23,San Bernardino,CA,4,Pacific Crest,64.15,2023
DCI East Coast Showcase - Quincy,2-Jul-23,Quincy,MA,1,Boston Crusaders,78.55,2023
DCI East Coast Showcase - Quincy,2-Jul-23,Quincy,MA,2,The Cadets,74.75,2023
Cavalcade of Brass,2-Jul-23,Lisle,IL,1,Carolina Crown,77.95,2023
Cavalcade of Brass,2-Jul-23,Lisle,IL,2,Phantom Regiment,74,2023
Cavalcade of Brass,2-Jul-23,Lisle,IL,3,The Cavaliers,72.05,2023
Cavalcade of Brass,2-Jul-23,Lisle,IL,4,Colts,69.25,2023
Cavalcade of Brass,2-Jul-23,Lisle,IL,5,Madison Scouts,66.95,2023
The Beanpot,1-Jul-23,Lynn,MA,1,Boston Crusaders,77.15,2023
The Beanpot,1-Jul-23,Lynn,MA,2,The Cadets,73.75,2023
Drums on Parade,1-Jul-23,Madison,WI,1,Blue Stars,70.6,2023
Drums on Parade,1-Jul-23,Madison,WI,2,Troopers,67.35,2023
Drums on Parade,1-Jul-23,Madison,WI,3,Colts,66.2,2023
Drums on Parade,1-Jul-23,Madison,WI,4,Madison Scouts,64.8,2023
Corps at the Crest - San Diego,1-Jul-23,Vista,CA,1,Blue Devils,77.3,2023
Corps at the Crest - San Diego,1-Jul-23,Vista,CA,2,Mandarins,71.2,2023
Corps at the Crest - San Diego,1-Jul-23,Vista,CA,3,The Academy,65.55,2023
Corps at the Crest - San Diego,1-Jul-23,Vista,CA,4,Pacific Crest,64.05,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,1,Carolina Crown,75,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,2,Phantom Regiment,72.55,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,3,Blue Stars,70.45,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,4,The Cavaliers,70.1,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,5,Troopers,66.5,2023
DCI Central Indiana,30-Jun-23,Muncie,IN,6,Colts,65.85,2023
Midwest Premiere,28-Jun-23,Rockford,MI,1,Phantom Regiment,71.3,2023
Midwest Premiere,28-Jun-23,Rockford,MI,2,Blue Stars,69.9,2023
Midwest Premiere,28-Jun-23,Rockford,MI,3,Troopers,66.75,2023
Midwest Premiere,28-Jun-23,Rockford,MI,4,Colts,65.3,2023
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,1,Bluecoats,97.525,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,2,Boston Crusaders,96.6,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,3,Blue Devils,95.875,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,4,Carolina Crown,94.313,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,5,Phantom Regiment,94.275,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,6,Santa Clara Vanguard,93,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,7,Mandarins,91.225,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,8,Blue Stars,90.55,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,9,Colts,89.35,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,10,The Cavaliers,88.212,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,11,Troopers,87.963,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,12,Madison Scouts,86.575,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,13,Pacific Crest,84.988,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,14,Blue Knights,84.813,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,15,Crossmen,84.525,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,16,Spirit of Atlanta,82.675,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,17,The Academy,81.775,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,18,Music City,81.55,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,19,Spartans,81.038,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,20,Blue Devils B,80.6,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,21,Genesis,78.375,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,22,Gold,77.525,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,23,Seattle Cascades,77.225,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,24,Jersey Surf,75.813,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,25,The Battalion,75.35,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,26,Columbians,75.2,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,27,River City Rhythm,74.075,2024
DCI World Championship Prelims,8-Aug-24,Indianapolis,IN,28,Raiders,71.3,2024
